ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
131	9,0,0,0,0,0,0,0,2,0,0,0,0	0,52,6,0,0,0,0,0,3,0,153,0,0	128,0,0,0,0,0,10,0,0,90	0,0,0,0,0,18,0,0,0,0	1667	150
140	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,12,0,0,48,0,1,0,0	2,0,0,0,0,0,58,2,0,0	0,0,0,0,0,0,0,0,5,0	305	150
150	133,171,9,0,0,0,0,0,0,0,0,58,0	0,0,0,0,0,0,0,0,0,0,2,0,0	48,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,31	1577	150
153	0,2,0,0,0,2,0,0,0,0,0,0,0	0,40,0,0,0,368,0,1,0,19,184,0,0	0,0,0,0,0,0,0,0,14,0	0,0,0,0,0,0,136,0,6,0	321	150
154	0,40,0,0,0,0,0,0,0,0,370,0,0	27,110,0,0,0,574,0,147,1,0,419,1,0	0,0,0,0,0,0,0,0,0,0	2,1,0,0,0,52,35,35,4,0	230	150
155	1,0,0,0,0,130,0,147,0,0,429,1,0	0,37,0,0,0,317,0,0,1,0,0,14,0	2,1,0,0,0,52,10,0,0,0	0,0,0,0,0,0,25,0,4,0	278	150
156	0,0,0,0,0,0,0,0,0,0,12,0,0	28,159,0,0,0,152,0,0,0,0,4,0,0	0,0,0,0,0,0,6,0,0,0	0,0,0,0,0,0,0,35,0,0	227	150
157	0,0,0,0,0,0,0,77,0,0,0,0,0	98,84,54,348,0,0,0,0,0,0,228,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,79,0,31,0	424	150
158	4,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,35,63,0,0	0,0,0,0,0,0,0,23,6,0	588	150
160	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,987,0,0,0,0,19,0,0,0,0	0,0,0,0,0,59,0,0,0,0	0,0,0,0,1,153,94,0,0,1	380	150
174	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,14,0,0	0,0,0,0,0,0,0,0,268,0	47,0,0,0,0,0,1,0,0,0	298	150
178	0,0,0,0,0,0,0,0,14,0,0,0,0	0,48,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,45,0,0,0,0	0,0,0,0,0,0,0,0,0,0	906	150
179	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,151,0,0	0,0,0,0,0,0,0,0,0,0	569	150
182	141,237,0,3,0,53,0,229,46,0,197,341,0	0,0,0,0,0,0,0,0,0,0,0,0,0	126,1,0,2,0,0,945,0,368,2	0,0,0,0,0,0,0,4,0,0	3803	150
186	0,0,0,0,0,0,0,0,0,4,0,0,0	0,77,0,0,22,0,0,0,0,0,68,0,0	0,0,0,0,0,1,6,146,0,0	0,0,0,0,0,9,0,0,0,0	470	150
190	1,0,0,0,0,9,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0	98,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,33,0,0,0	237	150
196	0,0,0,562,0,350,0,1,0,0,7,0,0	0,53,0,0,0,0,0,0,0,0,0,0,0	2,66,0,0,0,0,315,0,1,0	0,0,0,0,0,0,0,0,0,0	1256	150
200	5,34,0,0,0,0,0,60,45,0,3,0,1	0,0,0,0,0,0,0,0,0,83,161,0,0	36,0,0,0,2,0,1,2,0,0	0,0,0,0,0,0,0,0,0,0	578	150
202	0,1,0,0,0,0,0,0,0,0,0,0,0	57,194,0,254,0,57,0,466,4,0,321,4,933	0,0,0,0,0,0,0,4,0,0	337,41,0,0,0,111,137,32,327,0	313	150
203	0,91,0,0,0,0,0,0,0,0,0,0,5	0,282,0,0,0,19,0,453,3,0,103,5,0	0,0,0,0,2,0,0,0,0,0	127,533,0,192,0,138,242,0,57,0	359	150
205	0,0,0,0,0,0,0,0,18,0,366,730,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	296	150
