ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
850	0,3,193,0,0,148,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,1,0,0	20,0,0,0,0,0,0,0,16,0	0,0,0,0,0,0,0,0,0,49	224	150
860	0,0,0,0,0,0,0,0,0,0,0,131,0	0,0,0,0,0,0,0,0,9,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,11,0,0	300	150
870	24,277,0,0,0,0,0,0,14,0,0,0,0	9,0,0,0,20,0,0,0,0,0,96,0,0	199,0,0,0,0,48,0,0,1,0	0,212,0,0,0,0,6,0,0,0	164	150
882	0,0,0,19,0,0,0,0,14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,2	0,0,0,0,0,0,0,0,123,0	300	150
883	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0	159	150
891	0,71,0,0,0,15,0,0,5,0,0,0,0	0,150,0,0,0,170,0,0,8,0,1,1,0	0,126,0,0,0,74,0,0,81,0	0,0,0,0,0,0,0,0,0,0	158	150
902	0,2,0,0,0,45,0,0,23,0,0,0,0	0,55,0,0,207,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	0,0,0,1,1,0,318,0,0,0	170	150
908	0,0,0,0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,219,0,0,0,7,0,0,0,17	0,1,0,0,0,0,0,0,0,0	150	150
934	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	182	150
937	0,0,0,0,0,0,0,0,0,0,0,8,0	0,0,0,0,0,0,0,0,0,0,0,204,0	69,0,0,0,0,0,0,0,0,4	0,0,0,0,0,0,0,0,0,0	197	150
944	2,131,0,1,0,0,0,0,28,0,0,0,0	9,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,149,1,0,0	0,0,0,0,0,0,0,0,0,0	209	150
947	0,0,0,0,0,0,1,0,0,0,0,0,1	39,102,0,0,0,0,0,0,1,0,7,0,0	0,0,0,0,0,16,0,0,0,0	0,0,0,0,0,29,247,0,0,183	220	150
979	0,46,0,0,0,0,0,1,0,0,0,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	189	150
981	0,1,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,11,0	188	150
982	0,0,0,0,0,0,0,0,0,0,0,0,0	115,1269,734,629,655,479,1,1404,240,83,3132,1742,0	0,0,0,0,0,59,0,0,0,0	1214,631,0,514,102,369,1455,343,600,0	153	150
997	0,0,0,0,0,0,0,0,34,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,10,0,2,0	263	150
1012	0,0,0,0,0,1,0,0,0,0,0,0,0	0,53,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,96,0	300	150
1028	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,0	0,0,0,0,0,28,0,0,0,0	47,0,0,0,0,0,51,0,190,0	155	150
1029	14,26,0,0,0,0,0,0,41,0,0,0,0	70,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,136,0,0,0	0,0,0,0,0,0,0,0,0,0	179	150
1036	0,0,0,0,0,0,0,0,0,0,0,0,0	6,167,0,0,37,1,0,0,9,0,299,1,0	87,0,0,0,0,0,0,0,0,0	0,355,0,0,0,168,282,76,0,173	182	150
1041	1,0,0,0,0,0,0,0,0,0,0,0,0	35,4,3,0,0,8,1,0,0,0,150,6,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,54,2,8,21,0	179	150
1049	56,23,0,0,82,497,2,1,0,344,293,4,0	0,1,0,0,0,0,0,0,1,0,309,0,0	0,45,0,106,4,145,264,128,0,0	0,0,0,0,0,2,0,0,0,0	254	150
1050	0,98,0,0,0,234,0,0,14,0,207,0,0	0,0,0,0,0,0,0,0,0,0,0,95,0	35,0,0,0,0,0,2,1,15,0	0,0,0,0,0,0,0,0,0,0	257	150
1051	0,0,0,0,0,100,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,263,0,0,0	0,0,0,0,0,0,0,2,0,0	300	150
1069	0,9,0,0,0,0,0,0,0,0,0,0,0	0,4,412,0,0,0,0,0,20,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,0,0,0,0	224	150
1079	0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,50	0,0,0,0,0,0,0,0,0,0	300	150
1082	0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,50	0,0,0,0,0,0,0,0,0,0	205	150
1087	0,68,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,43,0,0,0	0,0,0,0,0,0,128,0,0,0	300	150
1089	0,2,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,24,0,0,0,586	0,595,0,0,0,0,24,0,0,0	0,0,0,0,0,21,61,0,0,0	161	150
1091	0,0,0,0,0,0,0,0,0,0,18,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	215	150
1103	34,149,0,0,0,0,0,0,0,0,2,217,0	0,13,0,320,0,0,0,40,0,0,0,0,0	0,0,0,0,0,5,161,0,0,0	0,0,0,0,0,0,86,0,0,0	155	150
1114	0,0,0,0,0,0,0,0,0,0,0,0,0	0,112,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,46,0	300	150
1121	0,78,0,0,0,25,0,0,7,0,1,0,0	0,139,27,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,37,0,0,0,0	0,0,0,0,0,2,0,0,2,0	218	150
1128	66,1,0,0,0,0,0,0,19,2,0,0,0	0,26,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,4,0,220,0	0,0,0,0,0,0,0,0,0,0	300	150
1185	0,50,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,149,0,0,6	300	150
1188	105,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,67,0	0,0,0,0,0,28,0,0,0,0	173	150
1201	0,11,0,0,0,6,0,240,25,0,0,11,0	0,0,0,0,0,0,0,0,0,0,103,0,0	0,0,0,0,0,104,330,0,0,40	0,0,0,0,0,0,0,0,0,0	155	150
1232	0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0	109,0,0,0,0,0,9,0,0,0	0,0,0,0,0,0,0,2,0,0	300	150
1236	0,153,11,0,0,0,0,0,0,0,324,0,0	1,52,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,7,121,0,0,1	0,0,0,0,0,0,0,0,0,0	236	150
1240	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,42,0,0,0,0	9,95,0,0,0,26,0,0,0,0	0,0,0,0,0,0,0,0,0,0	243	150
1265	0,56,0,0,0,0,0,0,0,0,0,0,0	0,350,0,312,0,285,0,0,7,215,1443,1,0	0,0,0,0,0,0,0,0,0,0	63,12,0,0,0,161,804,6,130,0	259	150
1274	0,0,0,0,0,0,0,0,53,0,199,11,0	0,82,0,0,0,0,0,0,0,0,0,1,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,5,0,0,2,0,0	181	150
1326	0,47,0,259,0,86,0,0,8,0,266,0,0	0,0,0,0,0,62,0,0,0,0,0,0,0	1,0,0,0,0,1,0,46,0,41	0,0,0,0,0,0,0,0,0,0	254	150
1330	0,0,0,0,0,42,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,50,0,0,1,14	0,0,0,1,0,0,0,0,0,0	150	150
1331	0,0,0,0,0,0,0,0,14,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,102,0,0,0	150	150
