ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
277	0,22,0,0,0,0,0,4,7,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	225	279
280	0,9,0,0,0,0,0,0,0,0,0,0,0	0,9,0,0,0,0,0,0,0,0,0,0,0	0,15,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	300	274
284	0,83,0,0,0,0,0,284,0,0,0,0,0	31,93,0,0,197,120,0,0,0,0,1,0,0	148,0,0,0,2,0,0,0,0,0	0,0,0,0,0,75,0,0,0,0	300	266
293	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,150,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0	233	295
312	0,0,0,0,0,0,0,0,0,0,10,0,0	0,0,0,0,0,0,0,254,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,98,43,0,0	241	257
316	0,34,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,24,623,0,0,0	0,0,0,0,0,0,194,0,0,0	0,0,0,0,0,0,0,102,0,0	300	218
350	3,1,0,178,0,0,0,0,0,0,0,2,0	0,113,353,248,0,184,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,33,0,0,81,190	245	300
356	0,0,361,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,386,0	261	213
357	0,0,361,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,14,0,0,0	300	290
371	0,56,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0	262	300
375	1,127,0,0,0,0,0,0,1,0,472,6,1	0,0,0,0,0,253,0,0,0,0,19,0,0	0,0,0,0,0,47,148,106,1,0	0,0,0,0,0,0,179,58,1,155	276	300
377	76,192,806,0,0,249,0,1,75,0,193,12,0	0,111,8,0,123,1,0,4,68,0,0,0,0	16,290,0,0,0,97,607,30,3,0	0,180,0,0,22,1,291,28,148,6	300	246
378	0,45,0,0,0,0,0,0,0,0,0,0,0	0,54,0,0,0,10,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,85	0,0,0,0,0,28,0,0,0,0	237	236
379	0,0,0,0,0,1,0,0,0,0,0,0,0	0,2,0,0,0,57,0,0,0,0,0,0,0	0,38,0,0,0,0,2,0,0,0	0,0,0,0,0,28,56,0,0,0	185	244
381	0,0,0,0,0,0,0,0,0,0,183,0,0	0,0,226,0,0,8,0,0,0,0,9,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,50,24,0,1	225	225
383	0,2,0,0,0,0,0,0,0,0,183,0,0	2,18,0,0,0,391,0,0,0,0,0,0,0	0,0,0,0,0,10,139,0,0,0	0,484,0,0,0,52,53,0,0,0	250	300
388	0,40,0,0,0,0,0,0,0,0,0,0,0	1,147,0,0,0,0,1,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,161,0,0,0,0,103,0,0,0	230	259
394	0,16,0,0,0,0,0,0,0,0,0,0,0	0,64,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,6,9,0,0	0,0,0,0,0,56,0,7,0,0	241	205
405	0,0,0,0,0,0,0,0,0,0,0,0,0	0,46,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,59,175,0,0,0,0	0,0,0,0,0,4,0,0,0,0	288	233
407	0,18,0,49,0,0,0,0,0,2,0,1,0	0,296,220,0,0,84,0,0,19,0,826,1,0	0,0,0,0,0,0,0,9,0,0	1,1,0,0,0,60,1,3,0,0	254	296
422	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1	42,0,0,0,0,0,5,0,0,0	0,0,0,0,0,0,0,0,0,0	260	300
436	0,0,0,0,125,0,0,0,0,0,0,0,0	0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,112,0,0	0,0,0,0,0,0,0,0,0,0	235	291
439	60,0,0,0,0,0,0,0,0,0,1,0,0	0,125,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,98,0,0	206	290
440	59,0,0,0,0,0,0,0,0,0,7,2,0	0,148,0,0,0,0,0,0,0,0,1,238,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,5,0,344	290	293
444	52,142,0,2,0,389,0,0,0,0,11,0,0	0,109,8,46,0,283,0,0,19,0,2,0,0	0,84,0,0,0,28,3,0,0,0	0,418,0,0,0,0,299,0,191,0	182	218
459	40,157,0,0,0,0,0,0,23,0,0,1,0	0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,135,0,0	0,0,0,0,0,22,281,1,0,0	239	212
460	0,94,0,0,0,0,0,0,0,0,0,14,0	0,12,0,0,0,0,0,0,0,0,0,0,0	92,1,0,0,0,118,324,73,0,0	124,0,0,0,0,0,182,0,0,0	248	239
461	0,59,0,0,0,5,0,0,0,12,0,0,0	3,82,0,0,0,0,0,0,0,0,0,14,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,12,0,0	219	210
465	17,0,0,0,0,78,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0,148,0,0	0,0,0,0,0,0,0,0,0,0	0,86,0,0,0,0,0,0,0,0	272	300
474	0,32,0,0,0,6,0,0,0,5,0,0,0	0,12,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,14,0,0,0,0	205,0,0,0,0,0,141,1,0,0	269	257
480	0,74,0,0,0,96,0,0,0,0,0,0,0	0,42,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,60,0,0,0,0	0,0,0,0,0,22,0,0,0,0	217	240
481	0,74,0,0,0,96,0,0,0,0,0,0,0	0,106,0,0,0,0,0,0,0,0,0,0,0	420,0,0,0,0,60,0,0,0,0	0,0,0,0,0,0,0,0,0,0	217	284
488	0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,0,0,0,0,0,400,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	233	221
490	0,0,0,0,0,0,0,0,0,0,77,0,0	0,0,0,0,0,190,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,126,0,1,0	215	209
504	0,21,0,0,1,0,0,1,49,0,0,426,0	0,35,0,0,407,0,0,1,3,133,0,394,0	0,0,0,0,0,0,0,0,279,146	0,0,0,565,0,3,249,0,0,0	250	265
505	0,1,0,0,0,0,0,0,0,0,0,422,0	0,0,0,0,0,1,0,0,47,0,0,0,0	0,0,0,0,0,80,52,0,0,50	0,0,0,1,0,72,210,0,0,162	234	250
506	0,0,0,12,87,0,0,0,0,0,209,0,0	0,0,0,0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,48,0,0	229	256
508	86,39,0,0,0,0,0,0,0,0,182,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,111,160,0,1,0	0,0,0,0,0,0,0,14,0,0	227	227
510	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,12,0,1,0,0	0,0,0,0,0,0,0,73,0,0	245	243
515	16,0,0,0,0,0,0,0,0,0,0,0,0	0,57,0,1,0,0,0,39,0,146,0,2,0	0,0,0,0,0,0,0,0,0,0	0,11,0,0,17,130,3,0,0,154	300	275
521	0,0,0,0,0,0,0,0,0,0,63,0,0	28,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	2,1,0,0,0,47,1,0,0,0	254	278
526	0,178,0,0,109,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,54,0,0	0,0,0,0,0,0,0,0,0,172	272	300
528	0,0,0,0,0,1,0,0,0,0,0,410,0	8,114,0,0,0,5,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,1,0,0,0,0	300	224
534	0,0,0,0,0,0,0,0,0,0,6,0,0	0,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,235	192	226
535	0,0,0,0,0,0,0,0,0,0,796,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,15,0	0,0,0,0,0,0,0,0,0,0	230	215
541	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,147,0,0,0,0,0,0,0,6,300,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,72,209,1,64,4	226	226
544	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,10,0,0,13,0,0,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,16,0,0,0,0	239	300
546	0,43,20,434,151,47,0,201,0,0,288,0,1	0,2,0,0,0,0,0,0,0,0,0,435,0	2,0,0,0,0,1,222,0,0,0	0,0,0,0,0,0,0,0,0,0	281	287
547	0,0,0,0,0,0,0,0,0,0,0,0,0	56,387,0,0,78,0,0,7,23,0,398,0,1217	24,11,0,0,0,5,4,0,0,0	63,17,0,0,0,222,280,97,0,0	186	199
562	0,126,0,0,0,0,0,0,0,356,0,0,0	0,27,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,48,0,0,0,0	300	300
563	0,0,0,0,0,0,0,0,0,0,0,0,0	0,42,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,36,0,0	0,0,0,0,0,0,112,0,0,0	270	284
581	0,0,0,0,0,1,0,0,0,0,0,0,0	0,3,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0	0,0,0,0,48,0,144,2,0,0	188	206
582	0,92,0,0,0,0,0,0,0,0,0,0,0	0,0,0,239,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,1	283	216
589	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,36,0,76,0,0	0,0,0,0,0,0,0,1,0,0	258	251
592	0,4,0,1,0,55,0,0,0,0,337,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,28,0	0,0,0,0,0,0,0,0,0,0	272	275
593	0,4,0,1,0,55,0,0,0,0,337,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,28,0	283,0,0,0,0,0,0,0,284,0	272	275
594	0,0,0,0,0,0,0,0,0,0,0,0,0	0,45,0,0,0,0,0,0,0,0,0,6,0	283,0,0,0,0,0,0,0,284,0	0,0,0,0,0,8,0,0,0,0	278	275
598	0,31,0,0,0,81,0,0,0,0,0,0,0	0,188,0,0,0,2,0,0,22,0,0,7,0	0,0,0,0,0,0,0,116,0,19	0,0,0,0,33,0,1,0,0,2	230	266
615	0,19,0,81,0,0,0,0,1,1,0,0,0	0,0,0,0,0,0,0,0,0,0,339,0,0	18,0,0,0,0,0,272,0,265,0	0,0,0,0,0,0,3,0,0,0	239	300
616	0,28,0,0,0,13,0,146,0,0,0,0,0	0,9,0,0,0,0,0,0,0,0,453,0,0	0,0,0,0,0,0,287,1,0,144	0,0,0,0,0,0,1,0,0,0	300	300
618	0,71,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,10,0,0,0	226,0,0,0,0,0,0,47,0,0	296	300
631	0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,0,0,0,0,0	0,136,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	216	300
643	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,16,0,0,0,0	0,0,0,0,0,32,0,0,0,0	0,56,0,0,0,2,0,0,0,0	182	170
644	8,0,0,0,0,0,0,270,0,0,0,0,0	0,0,0,0,1,0,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,2,0,0,0,0	263	170
645	8,0,0,0,0,0,0,270,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	263	182
646	102,33,0,4,0,42,0,0,20,0,382,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,323,0,0,0,4,269,60,18,0	0,368,0,0,19,0,0,0,0,0	278	245
649	0,39,0,0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,162,0,0,0,0,0,0,0	289,21,0,0,0,0,0,155,0,0	0,0,0,0,0,0,0,0,0,0	238	225
655	0,0,0,0,0,0,0,0,1,0,0,0,0	9,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,23,0,0	284	300
657	0,0,0,0,0,0,0,0,0,0,95,0,0	0,0,0,0,0,0,0,0,0,0,640,0,0	0,0,0,0,0,25,0,0,0,0	0,0,0,0,0,60,11,30,0,0	202	240
660	0,0,0,0,0,307,0,0,0,0,0,15,0	0,10,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,62,0,0,0,0	0,0,0,0,0,0,0,0,0,115	238	219
661	0,0,0,0,0,192,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,90	0,0,0,0,0,0,62,0,0,0	272	277
672	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,19,0,0,0,0	0,0,0,0,0,0,0,73,0,0	224	296
677	0,203,0,0,0,0,0,0,0,0,0,19,0	0,0,0,0,0,0,0,0,0,0,0,273,0	0,0,0,0,0,101,0,0,0,0	0,0,0,0,0,0,0,0,0,0	257	215
688	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,51,0,0,0	244	300
689	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,19,0,0,0	244	300
695	0,73,0,0,0,0,115,0,18,0,0,0,0	134,0,0,0,0,0,0,0,3,0,0,0,0	0,114,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	280	291
711	0,0,0,0,0,0,0,0,0,0,0,113,0	4,43,0,0,0,0,0,0,0,0,2,167,0	0,0,0,0,0,0,0,0,0,0	0,207,0,0,0,17,129,0,0,0	210	267
712	0,90,0,0,256,0,0,141,0,0,4,120,0	0,63,0,0,0,0,0,0,0,0,0,71,0	0,37,0,0,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,0	223	210
723	0,99,0,0,0,0,0,0,0,18,0,0,0	0,0,0,0,0,0,0,0,0,0,0,87,0	0,0,0,0,0,0,0,6,0,0	74,0,0,0,0,0,0,0,0,0	216	216
727	0,66,2,0,0,105,0,0,48,0,0,0,0	0,0,0,130,0,0,0,0,0,0,0,0,0	0,0,0,0,0,46,0,79,0,0	0,0,0,0,0,0,0,0,0,0	185	275
730	0,38,0,0,0,10,0,0,0,0,0,0,0	0,60,0,0,0,64,0,0,0,0,0,144,0	0,0,0,0,21,0,0,0,200,0	0,0,0,0,0,37,63,0,0,0	224	283
738	0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,8,0,0	0,0,0,0,0,0,0,0,0,0	263	294
739	0,4,0,0,0,33,0,0,0,0,0,0,0	0,137,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,61,0,0,0,0	173,0,0,0,0,0,0,0,2,0	300	299
740	28,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,84,0,0,0,0,0,0,0	0,0,0,0,59,0,0,97,0,0	0,0,0,0,0,1,16,0,0,0	235	235
741	0,0,0,0,0,0,0,0,0,0,0,11,0	11,78,2,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,10,0,0,0	230	215
752	0,0,0,0,0,0,0,0,0,0,0,0,0	64,0,0,0,0,46,1,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,2	124,0,0,0,0,57,40,116,0,0	244	300
755	0,41,0,0,0,0,0,0,0,0,0,0,0	0,6,0,0,255,56,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,0,0,85,0	222	239
