ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
186	0,24,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,68,0,0,0	0,0,0,0,0,0,0,0,2,0	201	150
199	0,0,0,0,0,0,0,0,0,0,0,0,0	0,62,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,148,0,22,67	0,0,0,0,0,0,167,17,0,68	246	150
200	0,0,0,0,0,0,0,0,0,0,0,0,0	0,62,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,148,0,0,67	0,0,0,0,0,0,167,17,0,68	168	150
207	0,0,0,0,0,0,0,0,0,0,0,0,0	1,64,0,179,0,46,0,0,0,0,446,0,0	0,0,0,0,0,0,0,15,0,0	0,314,0,0,0,9,4,0,14,0	169	150
208	0,119,0,0,21,2,0,0,0,70,0,0,0	0,58,234,0,0,0,0,0,0,0,0,0,0	0,19,0,0,0,8,0,15,0,0	0,0,0,0,0,1,234,0,0,0	153	150
217	5,222,704,0,0,278,2,83,22,0,547,372,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,92,0,2,7,302,232,161,10,11	0,0,0,0,0,33,0,0,0,0	472	150
221	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,100,0,37,365,87,0,0	0,0,0,0,0,4,0,0,0,0	0,291,0,0,0,149,134,0,120,3	171	150
227	0,93,0,0,0,74,0,0,0,0,0,0,0	0,0,0,0,0,180,0,0,0,0,7,0,0	0,2,0,0,0,52,14,0,0,0	0,0,0,0,0,0,0,0,0,1	167	150
232	0,1,0,0,0,0,0,0,22,0,0,0,0	0,0,0,0,0,3,0,0,0,0,0,0,0	196,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	256	150
234	29,159,0,0,0,282,0,147,0,0,421,1,0	0,37,0,0,0,317,0,0,1,0,0,14,0	2,1,0,0,0,52,4,35,0,0	0,0,0,0,0,0,25,0,4,0	201	150
243	0,0,0,0,0,0,0,1,0,0,0,0,0	0,39,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,228,0	153	150
246	0,1,1,0,0,0,0,0,1,1,1,2,1	0,0,0,0,0,0,0,0,0,0,326,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	210	150
249	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,155,0,0,0,0,0	0,0,0,0,0,8,0,0,0,0	0,0,0,0,0,0,0,0,0,0	220	150
266	97,49,0,0,0,63,0,0,0,0,0,504,0	0,95,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,454,0	0,0,0,0,0,0,0,0,0,0	155	150
270	33,85,0,0,0,1,0,0,0,113,301,0,0	0,85,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,67,55,0,0,0,0	0,0,0,0,0,0,0,0,0,0	270	150
280	0,0,0,0,0,0,0,0,25,0,0,0,0	7,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,27,0,0,0,0,121	168	150
282	0,0,0,0,0,0,0,0,0,0,0,0,0	0,28,0,0,0,16,0,0,18,1,0,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0	153	150
289	0,1,0,0,0,184,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,29,0,0,0,0	0,18,0,0,0,0,0,34,0,0	944	150
299	118,1,0,0,0,0,0,0,1,1102,1029,0,0	0,0,0,16,0,87,0,16,0,0,0,0,0	0,0,0,2,0,0,0,0,12,0	0,0,0,0,0,0,0,0,0,43	153	150
308	129,0,0,20,0,0,0,0,0,1,0,2,0	0,0,0,0,0,112,1,0,16,0,0,0,0	0,0,0,0,2,0,94,99,0,0	0,0,0,0,0,0,0,0,1,0	620	150
326	0,0,0,44,0,0,0,0,0,0,731,0,0	0,0,0,0,0,0,0,84,13,0,0,0,0	0,14,0,0,0,0,907,0,0,17	0,0,0,0,0,93,0,0,0,187	863	150
328	0,0,0,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,64,0,79,0,0	0,0,0,0,0,0,55,0,0,0	153	150
329	0,0,0,0,0,0,0,0,0,0,0,1,0	287,166,50,302,386,303,3,424,107,0,356,888,1178	0,0,0,0,0,1,0,0,0,0	412,0,0,364,27,616,1668,0,207,824	172	150
331	25,149,0,0,0,0,0,157,50,0,210,1,0	0,0,0,0,1,0,0,63,0,0,45,0,0	1,0,0,0,0,80,188,0,2,22	0,0,0,0,0,39,90,138,67,0	246	150
337	0,1,0,0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,52,0,0,0	222	150
338	0,0,0,0,0,0,0,0,0,107,0,0,0	0,0,0,0,0,0,0,0,0,0,19,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	153	150
366	90,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,236,0	153	150
369	0,0,0,0,0,0,0,0,8,267,0,0,0	33,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,35,0,0,0,0,62	0,0,0,0,0,0,0,0,0,0	156	150
377	0,85,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,52,0,0,0,0	153	150
389	0,0,0,0,189,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,139,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,20,0,0,0,0	203	150
427	0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,12,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	171	150
432	0,0,0,0,0,0,0,0,8,0,0,0,0	0,105,0,0,0,0,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,49,1,0,0,0	153	150
433	0,196,40,0,0,30,0,0,12,10,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,129,100,0,0,9	0,0,0,0,0,0,0,63,0,0	153	150
442	0,61,111,0,0,127,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,51,0	0,0,0,0,0,0,1,0,0,0	242	150
443	0,81,0,134,0,325,0,0,10,0,0,0,0	0,15,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,33,0,0,1,0	0,0,0,0,0,0,0,0,0,0	195	150
445	0,0,0,0,0,0,0,0,0,0,0,0,0	0,79,0,0,0,31,0,0,0,0,0,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	240	150
453	0,0,0,0,0,0,0,0,0,0,0,0,0	37,52,0,0,0,0,0,0,18,0,0,0,0	0,0,0,0,0,21,0,0,0,0	0,0,0,0,0,0,0,0,0,0	222	150
458	0,89,244,0,0,0,0,0,14,0,0,411,0	0,0,0,0,0,0,0,0,0,0,0,0,0	168,0,0,0,0,15,0,0,171,0	0,0,0,0,0,1,0,0,0,0	183	150
459	0,89,244,0,0,0,0,0,14,0,0,411,0	68,5,0,0,0,0,0,0,0,0,0,0,0	168,0,0,0,0,15,0,0,171,0	0,0,0,0,0,2,0,0,0,0	192	150
460	0,0,0,0,0,0,0,0,0,0,0,0,0	68,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,2,0,0,0,0	159	150
477	12,0,0,0,0,0,0,1,1,0,0,1,6	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,66,0,0,0,0,0,0	0,0,0,0,0,15,0,0,113,0	195	150
489	46,0,0,0,13,110,0,0,0,0,0,0,0	0,46,0,0,0,134,0,0,0,0,874,198,0	0,3,0,0,0,100,3,0,0,0	0,0,0,0,0,0,0,0,0,0	153	150
490	0,1,0,0,0,0,0,0,0,0,0,0,0	4,280,0,0,1,0,0,0,44,0,306,2,0	0,0,0,0,0,0,0,0,0,0	61,0,0,4,47,135,135,0,42,7	153	150
520	0,0,0,0,0,0,0,0,0,0,458,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,84,0,0,0,0	375	150
541	0,0,0,1,0,0,0,0,0,386,0,0,0	0,1,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,4,0,98,132,0	201	150
577	0,78,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,143,0	518	150
584	0,0,0,0,0,0,0,0,0,0,0,0,0	0,65,0,0,451,0,0,0,3,0,0,0,0	0,0,0,0,0,56,0,0,0,0	122,0,0,0,0,0,260,0,0,0	212	150
598	0,0,0,0,0,0,0,0,25,0,0,0,0	129,0,0,0,0,87,0,0,0,0,0,215,0	4,0,0,0,0,0,0,0,0,0	0,99,0,0,0,0,1,0,0,0	186	150
608	0,0,0,1,0,2,0,0,0,3,54,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,63,8,312,141	0,0,0,0,0,0,0,1,2,0	168	150
613	0,3,0,0,0,0,0,0,0,0,0,0,0	32,433,466,0,4,31,1,0,84,0,0,96,0	0,27,0,0,0,0,22,70,3,0	1,404,0,0,7,39,351,2,255,54	316	150
620	0,10,0,0,0,0,0,0,0,0,1,0,0	0,75,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,4,0,0,0	0,85,0,0,0,0,0,4,0,0	177	150
639	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,1,24,0,0,0,0,0,0,0	0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,0,70,0,0,0	173	150
658	0,0,6,0,0,0,0,0,0,0,0,0,0	0,130,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,106,0	0,0,0,0,0,0,0,0,0,0	231	150
670	0,0,0,1,0,0,0,0,0,0,0,0,0	0,265,0,0,0,0,0,0,2,0,0,0,0	0,12,0,0,0,0,0,0,0,0	0,0,0,0,0,27,0,0,0,0	265	150
676	0,0,0,0,0,0,0,0,0,0,0,0,0	0,62,0,0,0,0,0,8,0,0,0,0,0	0,0,0,0,0,54,0,0,0,0	0,0,0,0,0,0,0,0,0,0	431	150
692	0,85,0,2,0,0,17,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,2,0,0,0	0,0,0,0,0,0,120,0,0,0	444	150
729	0,0,0,0,0,0,0,0,0,0,0,0,0	0,63,0,0,0,0,0,0,35,0,0,0,0	142,0,0,0,0,0,0,83,37,2	0,0,0,0,0,0,0,0,0,0	254	150
740	0,16,0,0,0,293,0,0,0,0,0,460,0	0,74,0,1,0,0,1,0,1,0,0,1,0	0,0,0,0,0,0,0,19,0,0	0,0,0,0,1,0,0,0,0,0	1220	150
745	0,0,0,0,0,0,0,0,0,0,0,0,0	0,78,0,0,0,0,0,0,0,0,0,0,0	81,0,0,0,0,0,0,0,0,0	0,12,0,0,0,0,70,0,0,0	153	150
748	0,42,0,0,0,77,0,0,1,0,0,58,0	0,0,0,0,0,1,0,0,0,0,0,0,0	8,0,0,0,22,0,64,0,0,0	0,0,0,0,0,0,0,0,0,0	222	150
764	0,0,0,0,0,0,0,0,0,0,6,0,0	0,1,0,0,0,0,0,198,20,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,59,0,0,0,0	248	150
833	18,67,0,0,0,80,0,0,61,524,107,0,0	0,39,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,39,57,0,427,0	0,0,0,0,0,0,0,0,0,0	154	150
839	3,0,0,5,8,0,0,0,0,0,0,1,0	0,0,0,99,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	155	150
845	0,58,0,0,0,0,0,0,34,0,45,175,0	0,96,21,0,0,0,0,0,0,0,5,0,0	0,0,0,0,30,37,99,0,129,64	0,15,0,0,0,0,0,77,0,0	726	150
846	0,0,0,0,0,0,0,0,0,0,0,205,0	0,1,0,0,0,0,0,0,34,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,99,0,0,0	177	150
